User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
1000413,Ayesha,P00029242,F,26-35,30,0,Khyber Pakhtunkhwa,North-Western,Govt,Food,2,12081
1002866,Daniyal,P00258742,F,26-35,31,1,Khyber Pakhtunkhwa,North-Western,Business,Food,4,12081
1005241,Laiba,P00302842,M,26-35,30,1,Punjab,Eastern,Education,Food,3,12079
1003716,Laiba,P00001842,F,18-25,18,1,Sindh,Southern,Construction,Food,4,12078
1003990,Noor,P00110742,F,26-35,35,1,Khyber Pakhtunkhwa,North-Western,Freelancer,Food,1,12076
1000904,Zainab,P00303042,F,36-45,41,0,Sindh,Southern,IT,Food,4,12076
1002660,Muneeb,P00232842,F,55+,90,0,Balochistan,Western,Agriculture,Food,3,12074
1002374,Daniyal,P00233542,F,26-35,30,0,Azad Jammu & Kashmir,North-Eastern,Engineer,Food,4,12072
1000482,Hiba,P00129642,F,26-35,32,0,Sindh,Southern,Textile,Food,1,12071
1000265,Arham,P00343442,M,36-45,38,0,Khyber Pakhtunkhwa,North-Western,Education,Food,2,12071
1001130,Ayesha,P00296042,F,18-25,22,0,Sindh,Southern,Govt,Food,1,12069
1003592,Saad,P00295442,M,55+,84,1,Gilgit-Baltistan,Northern,IT,Food,3,12067
1001376,Muneeb,P00250642,M,46-50,49,0,Balochistan,Western,Retail,Food,2,12067
1003916,Usman,P00320742,F,26-35,33,0,Azad Jammu & Kashmir,North-Eastern,Freelancer,Food,3,12067
1003476,Hamza,P00324042,F,51-55,51,0,Islamabad Capital Territory,Northern,Agriculture,Food,4,12066
1002457,Arham,P00065242,F,26-35,34,0,Azad Jammu & Kashmir,North-Eastern,Education,Food,2,12065
1002721,Iqra,P00358442,F,46-50,50,0,Sindh,Southern,Govt,Food,1,12065
1002444,Muneeb,P00205142,M,46-50,50,0,Azad Jammu & Kashmir,North-Eastern,Business,Food,3,12063
1000563,Taha,P00079742,F,26-35,33,1,Sindh,Southern,Agriculture,Food,2,12063
1001397,Mehwish,P00260042,F,36-45,37,1,Punjab,Eastern,IT,Furniture,4,12061
1001727,Muneeb,P00313442,F,36-45,39,0,Azad Jammu & Kashmir,North-Eastern,Govt,Food,1,12061
1005996,Laiba,P00028542,M,26-35,31,0,Gilgit-Baltistan,Northern,Media,Food,2,12060
1000263,Mehwish,P00355142,M,26-35,31,1,Balochistan,Western,Education,Food,4,12060
1003196,Noor,P00114942,M,18-25,23,0,Khyber Pakhtunkhwa,North-Western,Business,Food,1,12056
1000474,Ayesha,P00018942,F,26-35,32,1,Islamabad Capital Territory,Northern,Govt,Food,2,12055
1000442,Ahmed,P00052442,F,26-35,34,1,Gilgit-Baltistan,Northern,Retail,Food,1,12054
1004524,Mehwish,P00161942,F,26-35,27,0,Khyber Pakhtunkhwa,North-Western,Retail,Food,4,12054
1000022,Mehwish,P00280542,F,18-25,19,1,Balochistan,Western,Business,Food,4,12050
1004800,Umar,P00221342,F,18-25,25,1,Azad Jammu & Kashmir,North-Eastern,IT,Food,1,12049
1000161,Bilal,P00086042,F,46-50,46,1,Sindh,Southern,IT,Food,4,12048
1003125,Hania,P00283142,F,26-35,31,0,Khyber Pakhtunkhwa,North-Western,Construction,Food,4,12047
1004148,Bilal,P00162442,M,36-45,38,1,Punjab,Eastern,Retail,Food,2,12047
1004189,Taha,P00085242,M,36-45,44,0,Khyber Pakhtunkhwa,North-Western,IT,Food,2,12046
1001779,Hania,P00065042,F,18-25,21,1,Khyber Pakhtunkhwa,North-Western,IT,Food,4,12044
1002969,Ali,P00234542,F,26-35,34,1,Balochistan,Western,Media,Food,3,12044
1003841,Umar,P00245242,F,46-50,47,0,Gilgit-Baltistan,Northern,Retail,Food,1,12043
1005333,Zara,P00030642,M,26-35,30,0,Sindh,Southern,Media,Food,1,12043
1005394,Hiba,P00071042,M,18-25,18,0,Khyber Pakhtunkhwa,North-Western,Agriculture,Food,3,12042
1001274,Laiba,P00368142,F,46-50,47,1,Punjab,Eastern,IT,Food,4,12042
1004640,Hamza,P00286742,F,26-35,26,0,Gilgit-Baltistan,Northern,Freelancer,Food,3,12040
1002796,Mariam,P00154042,F,26-35,29,1,Khyber Pakhtunkhwa,North-Western,Construction,Food,2,12040
1002962,Usman,P00003242,F,36-45,44,0,Azad Jammu & Kashmir,North-Eastern,Retail,Food,3,12039
1002276,Laiba,P00184942,F,55+,86,1,Khyber Pakhtunkhwa,North-Western,IT,Food,1,12038
1003735,Zara,P00313442,F,26-35,35,1,Gilgit-Baltistan,Northern,Construction,Food,3,12036
1002878,Zainab,P00197042,M,51-55,53,0,Balochistan,Western,Business,Furniture,1,12035
1005656,Zainab,P00131042,F,26-35,34,1,Balochistan,Western,IT,Food,2,12035
1003002,Arham,P00213142,F,46-50,46,0,Sindh,Southern,Retail,Food,3,12034
1002744,Hania,P00079042,F,18-25,23,1,Sindh,Southern,Freelancer,Food,3,12032
1005606,Noor,P00310242,M,26-35,28,1,Gilgit-Baltistan,Northern,Textile,Food,1,12032
1000161,Mehwish,P00110942,F,46-50,48,0,Khyber Pakhtunkhwa,North-Western,Engineer,Food,1,12031
1004085,Muneeb,P00259842,M,26-35,32,1,Sindh,Southern,Healthcare,Furniture,4,12030
1000531,Iqra,P00085942,M,18-25,18,0,Punjab,Eastern,Construction,Food,1,12028
1001926,Usman,P00298242,M,0-17,13,1,Balochistan,Western,Retail,Food,3,12027
1001358,Ahmed,P00270942,F,36-45,43,0,Khyber Pakhtunkhwa,North-Western,Agriculture,Food,2,12025
1000810,Noor,P00058042,F,26-35,34,0,Punjab,Eastern,Engineer,Food,4,12024
1005105,Iqra,P00086342,F,51-55,54,1,Balochistan,Western,Freelancer,Food,4,12021
1004041,Taha,P00016742,F,18-25,20,0,Punjab,Eastern,Business,Food,4,12021
1001884,Ayesha,P00356942,F,46-50,50,1,Gilgit-Baltistan,Northern,IT,Food,1,12019
1006001,Sara,P00161942,M,26-35,29,1,Khyber Pakhtunkhwa,North-Western,Media,Food,1,12017
1002043,Fatima,P00278442,F,26-35,33,1,Khyber Pakhtunkhwa,North-Western,Engineer,Food,1,12017
1000256,Hamza,P00130742,F,46-50,50,0,Khyber Pakhtunkhwa,North-Western,Retail,Food,1,12017
1004118,Sara,P00337242,F,26-35,31,1,Gilgit-Baltistan,Northern,Engineer,Food,4,12016
1000026,Daniyal,P0095142,F,26-35,34,0,Gilgit-Baltistan,Northern,Retail,Furniture,2,12014
1003602,Iqra,P00254942,F,26-35,27,0,Khyber Pakhtunkhwa,North-Western,Media,Food,1,12014
1000891,Hamza,P00117442,F,26-35,33,1,Sindh,Southern,Business,Food,2,12013
1003080,Mehwish,P00370342,F,26-35,28,0,Punjab,Eastern,Agriculture,Food,3,12013
1002130,Mehwish,P00113242,F,46-50,47,1,Balochistan,Western,Govt,Food,2,12012
1003171,Usman,P00009742,M,51-55,55,1,Balochistan,Western,Retail,Food,3,12012
1001365,Hamza,P00086442,M,0-17,12,1,Punjab,Eastern,Media,Food,2,12011
1003319,Daniyal,P00357242,M,55+,70,0,Khyber Pakhtunkhwa,North-Western,Media,Furniture,1,12011
1002223,Fatima,P00149642,F,26-35,29,0,Balochistan,Western,Govt,Furniture,2,12010
1001182,Zainab,P00361842,F,0-17,14,0,Islamabad Capital Territory,Northern,IT,Food,4,12010
1005595,Ali,P00209742,F,26-35,33,0,Punjab,Eastern,Education,Food,1,12009
1005755,Fatima,P00110142,M,36-45,42,0,Punjab,Eastern,Education,Furniture,4,12009
1001037,Ahmed,P00370642,F,46-50,48,1,Balochistan,Western,Retail,Food,3,12008
1003041,Umar,P00365042,F,26-35,27,0,Punjab,Eastern,Media,Food,1,12007
1003711,Laiba,P00347642,F,36-45,37,1,Sindh,Southern,Agriculture,Food,3,12006
1005217,Arham,P00237542,F,26-35,26,0,Sindh,Southern,IT,Food,3,12006
1000062,Arham,P00061242,M,36-45,45,0,Khyber Pakhtunkhwa,North-Western,Education,Food,2,12005
1001866,Iqra,P00211142,F,26-35,29,1,Islamabad Capital Territory,Northern,Engineer,Food,4,12001
1002174,Hassan,P00075542,F,51-55,51,1,Sindh,Southern,Freelancer,Food,4,12001
1003242,Zainab,P00246142,F,51-55,51,0,Sindh,Southern,IT,Food,2,11999
1005780,Ayesha,P00284642,F,18-25,20,0,Azad Jammu & Kashmir,North-Eastern,Healthcare,Food,4,11998
1005065,Usman,P00046142,F,26-35,31,0,Gilgit-Baltistan,Northern,Business,Food,1,11996
1001058,Ahmed,P00102242,F,26-35,26,1,Khyber Pakhtunkhwa,North-Western,Govt,Furniture,1,11996
1003469,Hania,P00089442,F,46-50,46,1,Balochistan,Western,Retail,Food,4,11992
1004704,Arham,P00321942,F,18-25,23,1,Khyber Pakhtunkhwa,North-Western,Textile,Food,4,11992
1000889,Mariam,P00239942,F,46-50,46,0,Balochistan,Western,Retail,Food,2,11992
1005197,Laiba,P00308642,M,55+,63,0,Khyber Pakhtunkhwa,North-Western,Retail,Food,4,11992
1005337,Noor,P00243942,M,36-45,38,1,Balochistan,Western,Media,Food,3,11991
1004838,Mehwish,P00303642,F,46-50,46,0,Balochistan,Western,Media,Food,1,11990
1003487,Zara,P00052542,F,18-25,23,0,Sindh,Southern,Education,Food,1,11989
1002526,Fatima,P00113242,F,55+,75,1,Gilgit-Baltistan,Northern,Govt,Food,3,11989
1000767,Iqra,P00183242,F,26-35,34,1,Balochistan,Western,Govt,Food,3,11989
1005501,Taha,P00259442,F,26-35,35,0,Islamabad Capital Territory,Northern,Retail,Food,4,11989
1003824,Arham,P00204342,F,26-35,28,1,Balochistan,Western,Textile,Food,4,11988
1000426,Ahmed,P00286842,F,18-25,23,0,Gilgit-Baltistan,Northern,Govt,Food,1,11988
1003589,Hassan,P00042742,M,46-50,46,0,Islamabad Capital Territory,Northern,Media,Furniture,2,11987
1000355,Umar,P00251942,F,18-25,19,0,Punjab,Eastern,IT,Food,3,11986
1002340,Zainab,P00325742,F,36-45,41,1,Khyber Pakhtunkhwa,North-Western,Retail,Furniture,3,11985
1005412,Noor,P00084842,F,26-35,32,1,Gilgit-Baltistan,Northern,Agriculture,Food,4,11984
1001205,Mehwish,P00188242,M,55+,61,0,Gilgit-Baltistan,Northern,Retail,Food,1,11983
1003513,Muneeb,P00017142,F,26-35,29,0,Khyber Pakhtunkhwa,North-Western,Retail,Food,1,11979
1003391,Laiba,P00052842,F,18-25,19,0,Balochistan,Western,Engineer,Food,2,11975
1000415,Daniyal,P00159542,M,36-45,45,0,Khyber Pakhtunkhwa,North-Western,Govt,Food,3,11974
1005459,Mariam,P00230342,M,0-17,15,0,Islamabad Capital Territory,Northern,Retail,Food,2,11973
1003562,Raza,P00145642,M,26-35,30,0,Balochistan,Western,Healthcare,Food,3,11973
1005119,Ahmed,P00110042,M,26-35,28,1,Islamabad Capital Territory,Northern,Business,Food,1,11973
1004356,Noor,P00111142,F,36-45,36,0,Islamabad Capital Territory,Northern,Business,Food,1,11972
1004001,Hania,P00002142,M,26-35,28,1,Khyber Pakhtunkhwa,North-Western,Construction,Food,3,11972
1000533,Sana,P00136542,F,26-35,32,1,Punjab,Eastern,Freelancer,Food,2,11971
1003443,Hania,P00111042,M,36-45,41,1,Azad Jammu & Kashmir,North-Eastern,Media,Furniture,1,11971
1002298,Noor,P00267542,F,36-45,39,0,Balochistan,Western,Engineer,Food,1,11971
1000123,Raza,P00147942,F,36-45,40,1,Azad Jammu & Kashmir,North-Eastern,Media,Food,4,11970
1001943,Taha,P00018742,F,18-25,21,0,Punjab,Eastern,Govt,Food,3,11969
1003823,Fatima,P00000142,F,55+,78,0,Punjab,Eastern,Construction,Food,4,11969
1000531,Zainab,P00119142,M,18-25,25,0,Punjab,Eastern,Agriculture,Furniture,1,11968
1003823,Hiba,P00295242,F,55+,89,0,Khyber Pakhtunkhwa,North-Western,IT,Food,1,11967
1000035,Iqra,P00326942,F,46-50,49,1,Punjab,Eastern,Engineer,Food,3,11966
1001354,Ayesha,P00256442,M,26-35,32,1,Balochistan,Western,Freelancer,Food,3,11965
1001958,Zara,P00232342,M,26-35,29,1,Khyber Pakhtunkhwa,North-Western,Retail,Food,3,11963
1005470,Ahmed,P00236942,F,55+,83,1,Gilgit-Baltistan,Northern,Govt,Food,3,11963
1002507,Laiba,P00127742,F,26-35,32,0,Azad Jammu & Kashmir,North-Eastern,Business,Food,2,11962
1000891,Hamza,P00129642,F,26-35,34,0,Punjab,Eastern,Business,Food,3,11962
1002136,Ahmed,P00187242,F,36-45,39,0,Sindh,Southern,Freelancer,Food,3,11962
1001266,Saad,P00337742,F,26-35,30,0,Punjab,Eastern,Freelancer,Food,4,11960
1003547,Umar,P00346342,F,36-45,36,0,Punjab,Eastern,Freelancer,Food,3,11960
1005367,Sana,P00259242,F,18-25,21,0,Balochistan,Western,Media,Food,2,11959
1004076,Ayesha,P00265242,F,26-35,31,1,Sindh,Southern,Education,Food,4,11958
1005893,Taha,P00047242,F,26-35,30,0,Punjab,Eastern,Education,Food,1,11957
1000975,Ali,P00029842,F,36-45,42,1,Azad Jammu & Kashmir,North-Eastern,IT,Furniture,1,11956
1003824,Taha,P00352642,M,26-35,30,1,Balochistan,Western,Govt,Furniture,4,11954
1001637,Muneeb,P00191442,F,55+,67,0,Balochistan,Western,Education,Food,4,11954
1001051,Hamza,P00331542,M,26-35,27,1,Khyber Pakhtunkhwa,North-Western,Textile,Food,2,11953
1003857,Ali,P00293242,F,18-25,20,0,Islamabad Capital Territory,Northern,Govt,Food,4,11951
1003327,Fatima,P00106742,F,18-25,25,0,Azad Jammu & Kashmir,North-Eastern,IT,Furniture,1,11951
1005818,Taha,P00294542,F,26-35,26,0,Islamabad Capital Territory,Northern,Media,Food,2,11951
1000877,Noor,P00170542,F,26-35,28,0,Sindh,Southern,Retail,Food,4,11950
1001618,Iqra,P00184942,F,51-55,53,1,Khyber Pakhtunkhwa,North-Western,Agriculture,Food,3,11949
1003024,Hassan,P00072542,F,36-45,42,0,Sindh,Southern,Healthcare,Food,2,11947
1004521,Usman,P00127342,F,36-45,43,1,Sindh,Southern,Education,Food,3,11947
1003847,Iqra,P00251242,F,26-35,31,0,Punjab,Eastern,Business,Food,1,11946
1002368,Mariam,P00111842,M,55+,88,1,Balochistan,Western,Freelancer,Food,3,11944
1005492,Mehwish,P00297342,M,18-25,25,0,Sindh,Southern,IT,Food,2,11944
1004079,Iqra,P00222942,F,36-45,45,1,Islamabad Capital Territory,Northern,Agriculture,Food,1,11943
1005098,Zainab,P00190042,F,51-55,54,0,Punjab,Eastern,Engineer,Food,3,11941
1000930,Mariam,P00158242,F,26-35,34,0,Islamabad Capital Territory,Northern,Engineer,Food,4,11940
1002262,Sara,P00157542,F,46-50,50,1,Islamabad Capital Territory,Northern,Textile,Food,1,11940
1002854,Taha,P00275642,M,18-25,23,0,Balochistan,Western,Media,Food,1,11939
1001096,Hassan,P00187842,F,0-17,15,1,Khyber Pakhtunkhwa,North-Western,Textile,Food,1,11939
1004312,Zara,P00222142,F,26-35,33,1,Azad Jammu & Kashmir,North-Eastern,Business,Food,3,11938
1005788,Ayesha,P00074642,F,26-35,30,1,Islamabad Capital Territory,Northern,Engineer,Food,1,11936
1004335,Daniyal,P00201442,F,36-45,45,1,Balochistan,Western,Textile,Food,3,11936
1003580,Muneeb,P00112142,M,18-25,25,0,Gilgit-Baltistan,Northern,Healthcare,Food,2,11935
1002752,Sana,P00135742,F,26-35,33,1,Islamabad Capital Territory,Northern,Construction,Food,2,11935
1002986,Umar,P00294042,F,26-35,26,1,Gilgit-Baltistan,Northern,Media,Food,4,11935
1003082,Ahmed,P00316842,M,36-45,42,1,Gilgit-Baltistan,Northern,Business,Food,1,11934
1001473,Sana,P00120042,F,26-35,27,0,Gilgit-Baltistan,Northern,Freelancer,Food,3,11933
1005347,Noor,P00265242,F,26-35,34,0,Balochistan,Western,Engineer,Food,3,11933
1002338,Ayesha,P00073842,F,46-50,50,0,Sindh,Southern,IT,Food,4,11933
1003982,Hamza,P00351342,F,55+,64,0,Gilgit-Baltistan,Northern,Textile,Food,2,11933
1002778,Hassan,P00365242,M,55+,61,1,Sindh,Southern,Construction,Food,2,11931
1004079,Mariam,P00127242,F,36-45,41,0,Sindh,Southern,Govt,Food,4,11930
1004016,Arham,P00289242,F,51-55,53,0,Azad Jammu & Kashmir,North-Eastern,Construction,Food,2,11925
1003101,Mariam,P00093342,F,18-25,24,0,Gilgit-Baltistan,Northern,Media,Food,3,11924
1001522,Mehwish,P00151742,F,36-45,40,0,Gilgit-Baltistan,Northern,IT,Food,4,11923
1003067,Hiba,P00304642,M,26-35,34,0,Khyber Pakhtunkhwa,North-Western,Govt,Food,4,11922
1000151,Hania,P00279542,M,26-35,34,1,Gilgit-Baltistan,Northern,Retail,Food,2,11921
1000151,Arham,P00279542,M,26-35,34,1,Sindh,Southern,Govt,Food,3,11921
1002877,Daniyal,P00155442,M,36-45,38,0,Punjab,Eastern,Textile,Food,2,11919
1003108,Muneeb,P00178242,F,51-55,53,1,Punjab,Eastern,Govt,Food,2,11919
1001503,Sara,P00161942,F,26-35,31,0,Sindh,Southern,Freelancer,Food,2,11915
1005776,Sara,P00071442,F,18-25,25,1,Islamabad Capital Territory,Northern,Media,Food,3,11915
1002109,Zainab,P00008842,F,26-35,34,0,Khyber Pakhtunkhwa,North-Western,Govt,Food,4,11912
1003971,Hiba,P00213242,M,18-25,21,1,Khyber Pakhtunkhwa,North-Western,Business,Food,1,11911
1003971,Arham,P00213242,M,18-25,21,1,Sindh,Southern,Healthcare,Food,3,11911
1001018,Sara,P00184442,F,18-25,18,0,Gilgit-Baltistan,Northern,Healthcare,Food,1,11909
1000569,Ayesha,P00137242,M,18-25,21,1,Gilgit-Baltistan,Northern,Freelancer,Food,2,11908
1005795,Ahmed,P00179842,F,26-35,34,1,Sindh,Southern,Media,Food,3,11907
1005963,Sana,P00036442,F,26-35,28,0,Azad Jammu & Kashmir,North-Eastern,Agriculture,Food,4,11904
1005881,Zara,P00053042,F,36-45,36,1,Balochistan,Western,IT,Food,1,11904
1000897,Mariam,P00005042,F,26-35,34,0,Azad Jammu & Kashmir,North-Eastern,IT,Food,3,11903
1002484,Usman,P00262442,F,46-50,49,0,Khyber Pakhtunkhwa,North-Western,Business,Food,3,11903
1005679,Raza,P00293842,F,36-45,43,1,Balochistan,Western,Agriculture,Food,4,11903
1001613,Umar,P00195942,F,18-25,23,0,Islamabad Capital Territory,Northern,Agriculture,Food,2,11902
1001054,Arham,P00139542,F,0-17,12,1,Balochistan,Western,Healthcare,Food,1,11896
1002900,Usman,P00131042,F,18-25,18,0,Islamabad Capital Territory,Northern,Govt,Food,2,11895
1005432,Hassan,P00248942,F,55+,64,1,Gilgit-Baltistan,Northern,Business,Food,4,11894
1001010,Hiba,P00065242,F,26-35,32,1,Khyber Pakhtunkhwa,North-Western,Construction,Food,1,11894
1001556,Umar,P00000542,F,18-25,18,0,Balochistan,Western,Education,Food,2,11889
1000859,Ayesha,P00293542,F,26-35,28,0,Gilgit-Baltistan,Northern,Retail,Food,1,11888
1001164,Laiba,P00047942,M,26-35,35,0,Islamabad Capital Territory,Northern,Freelancer,Food,4,11887
1003313,Hania,P00173942,M,36-45,36,0,Punjab,Eastern,Media,Food,3,11885
1003479,Ali,P00106742,F,18-25,18,1,Sindh,Southern,Freelancer,Food,2,11885
1000272,Mehwish,P00352842,F,18-25,21,0,Gilgit-Baltistan,Northern,Textile,Food,3,11884
1003834,Ayesha,P00260042,F,18-25,24,0,Punjab,Eastern,Business,Food,1,11883
1002784,Zainab,P00129842,M,51-55,53,0,Khyber Pakhtunkhwa,North-Western,Construction,Food,4,11883
1004115,Muneeb,P00325742,F,26-35,26,1,Azad Jammu & Kashmir,North-Eastern,Construction,Food,1,11882
1003357,Sara,P00260542,F,26-35,31,0,Islamabad Capital Territory,Northern,Construction,Food,2,11882
1003681,Zara,P00196542,F,26-35,33,1,Balochistan,Western,IT,Food,1,11881
1004470,Raza,P00245642,F,36-45,38,0,Azad Jammu & Kashmir,North-Eastern,Media,Food,3,11881
1001755,Taha,P00190542,M,18-25,18,0,Azad Jammu & Kashmir,North-Eastern,Media,Food,3,11880
1001359,Bilal,P00191642,F,36-45,42,1,Balochistan,Western,Textile,Food,1,11878
1000266,Iqra,P00025442,F,36-45,38,1,Balochistan,Western,Healthcare,Food,2,11878
1004041,Zara,P00276642,F,18-25,21,0,Khyber Pakhtunkhwa,North-Western,Engineer,Food,4,11877
1001442,Mehwish,P00065042,F,18-25,25,0,Gilgit-Baltistan,Northern,Agriculture,Food,1,11874
1004736,Hiba,P00304042,F,18-25,21,0,Azad Jammu & Kashmir,North-Eastern,Construction,Food,3,11873
1000646,Saad,P00359242,F,36-45,36,0,Azad Jammu & Kashmir,North-Eastern,Education,Food,1,11873
1003808,Ali,P00043842,F,26-35,34,1,Islamabad Capital Territory,Northern,Govt,Food,1,11870
1000510,Hassan,P00127842,F,18-25,20,1,Balochistan,Western,IT,Food,4,11869
1004573,Arham,P00109542,F,51-55,51,0,Punjab,Eastern,Freelancer,Food,2,11868
1001934,Sana,P00085342,F,26-35,29,1,Balochistan,Western,Freelancer,Food,3,11868
1000412,Sana,P00036942,F,36-45,41,1,Islamabad Capital Territory,Northern,Media,Food,2,11867
1000540,Iqra,P00115642,F,18-25,18,0,Balochistan,Western,Textile,Food,3,11865
1002898,Iqra,P00073642,M,18-25,19,0,Islamabad Capital Territory,Northern,Govt,Food,4,11863
1000746,Sana,P00069242,M,18-25,20,1,Khyber Pakhtunkhwa,North-Western,Textile,Food,3,11863
1001741,Sana,P00044442,F,36-45,38,0,Gilgit-Baltistan,Northern,Agriculture,Food,4,11863
1001941,Daniyal,P0095742,M,36-45,26,1,Punjab,Eastern,Construction,Food,4,11862
1003887,Iqra,P00255942,F,18-25,20,0,Gilgit-Baltistan,Northern,Education,Food,2,11861
1000097,Umar,P00297742,M,36-45,42,0,Punjab,Eastern,Agriculture,Food,1,11859
1002035,Fatima,P00303242,M,18-25,22,0,Khyber Pakhtunkhwa,North-Western,Business,Food,3,11858
1001875,Ali,P00258742,F,36-45,44,0,Islamabad Capital Territory,Northern,IT,Food,4,11856
1003441,Daniyal,P00363242,M,26-35,29,0,Khyber Pakhtunkhwa,North-Western,Textile,Food,3,11855
1001699,Mariam,P00195542,M,26-35,29,1,Punjab,Eastern,Construction,Food,2,11852
1004637,Ayesha,P00206442,M,36-45,44,1,Khyber Pakhtunkhwa,North-Western,Business,Food,4,11851
1005367,Zainab,P00302942,F,18-25,23,1,Gilgit-Baltistan,Northern,Freelancer,Food,4,11849
1001591,Sana,P00121642,F,51-55,54,0,Punjab,Eastern,Textile,Food,2,11849
1005178,Fatima,P00267542,F,51-55,51,0,Balochistan,Western,IT,Food,2,11847
1000153,Noor,P00366242,F,0-17,15,0,Azad Jammu & Kashmir,North-Eastern,Govt,Food,2,11846
1005397,Umar,P00058142,F,18-25,18,0,Balochistan,Western,Agriculture,Food,3,11845
1001246,Umar,P00116742,F,18-25,20,0,Gilgit-Baltistan,Northern,Education,Food,4,11845
1003182,Zainab,P00286642,F,26-35,33,0,Gilgit-Baltistan,Northern,Healthcare,Food,4,11844
1003751,Daniyal,P00331542,M,36-45,43,1,Punjab,Eastern,Engineer,Food,1,11843
1005681,Laiba,P00059442,M,26-35,27,1,Islamabad Capital Territory,Northern,Textile,Food,3,11843
1001444,Ali,P00350342,M,26-35,28,1,Khyber Pakhtunkhwa,North-Western,Engineer,Food,2,11842
1003029,Hiba,P00318742,F,18-25,19,1,Balochistan,Western,Textile,Food,2,11842
1003914,Taha,P00266642,F,36-45,45,0,Khyber Pakhtunkhwa,North-Western,Freelancer,Food,2,11842
1004265,Hamza,P00259342,F,26-35,34,1,Islamabad Capital Territory,Northern,IT,Food,1,11839
1001709,Raza,P00003942,F,26-35,27,1,Islamabad Capital Territory,Northern,Education,Food,3,11838
1002164,Laiba,P00178242,F,36-45,44,1,Azad Jammu & Kashmir,North-Eastern,Construction,Food,4,11837
1005558,Umar,P00127042,F,0-17,15,0,Sindh,Southern,Freelancer,Food,4,11836
1003762,Taha,P00269242,F,51-55,54,0,Islamabad Capital Territory,Northern,Education,Food,2,11836
1004083,Sana,P00339342,F,55+,58,0,Balochistan,Western,Engineer,Food,3,11836
1004916,Daniyal,P00247042,F,18-25,21,0,Gilgit-Baltistan,Northern,Business,Food,4,11835
1004162,Usman,P00009242,M,26-35,28,1,Azad Jammu & Kashmir,North-Eastern,Retail,Food,2,11835
1002544,Hania,P00275742,F,46-50,49,0,Balochistan,Western,IT,Food,4,11833
1000412,Usman,P00138342,F,36-45,37,0,Punjab,Eastern,Freelancer,Food,4,11832
1005005,Raza,P00234542,F,46-50,49,0,Khyber Pakhtunkhwa,North-Western,Govt,Food,3,11832
1000984,Saad,P00001942,F,51-55,54,1,Balochistan,Western,Freelancer,Food,1,11832
1004130,Bilal,P00267542,F,36-45,40,0,Gilgit-Baltistan,Northern,IT,Food,1,11831
1001996,Taha,P00110942,F,36-45,37,0,Sindh,Southern,Freelancer,Food,3,11828
1000331,Daniyal,P00184942,F,26-35,32,0,Islamabad Capital Territory,Northern,Education,Food,2,11827
1001525,Iqra,P00019442,M,26-35,33,1,Balochistan,Western,Business,Food,1,11827
1001205,Hamza,P00141542,M,55+,76,0,Gilgit-Baltistan,Northern,Construction,Food,3,11827
1001361,Sana,P00283342,M,26-35,35,1,Azad Jammu & Kashmir,North-Eastern,Construction,Food,4,11825
1005198,Daniyal,P00237542,M,18-25,19,1,Gilgit-Baltistan,Northern,Freelancer,Food,1,11825
1002857,Muneeb,P00313242,F,26-35,30,0,Gilgit-Baltistan,Northern,IT,Food,3,11824
1003507,Usman,P00036842,F,26-35,34,0,Sindh,Southern,Business,Food,1,11822
1002787,Mehwish,P00313342,F,26-35,32,0,Punjab,Eastern,Engineer,Food,1,11821
1001764,Hiba,P00313542,F,18-25,23,0,Azad Jammu & Kashmir,North-Eastern,Retail,Food,2,11820
1001792,Daniyal,P00129542,M,26-35,35,0,Azad Jammu & Kashmir,North-Eastern,Construction,Food,2,11820
1004021,Hamza,P00184242,F,51-55,55,0,Punjab,Eastern,Textile,Food,2,11819
1003560,Taha,P00109242,M,26-35,27,0,Sindh,Southern,Agriculture,Food,2,11818
1005530,Iqra,P00128242,M,18-25,24,1,Azad Jammu & Kashmir,North-Eastern,Education,Food,4,11818
1005778,Saad,P00321842,F,36-45,37,1,Balochistan,Western,Retail,Food,3,11814
1005333,Taha,P00003642,M,26-35,30,0,Islamabad Capital Territory,Northern,Education,Food,2,11813
1002757,Noor,P00128942,F,26-35,32,1,Khyber Pakhtunkhwa,North-Western,Textile,Food,2,11813
1001383,Ali,P00321742,M,26-35,28,1,Punjab,Eastern,Textile,Food,1,11812
1005974,Raza,P00141942,M,26-35,30,1,Punjab,Eastern,Construction,Food,1,11812
1000242,Iqra,P00211142,M,18-25,25,1,Gilgit-Baltistan,Northern,Education,Food,1,11811
1004114,Taha,P00348642,F,36-45,38,0,Khyber Pakhtunkhwa,North-Western,Govt,Food,2,11810
1003859,Arham,P00165442,F,26-35,30,1,Sindh,Southern,Business,Food,1,11810
1002456,Hiba,P00289042,F,26-35,32,0,Islamabad Capital Territory,Northern,Agriculture,Food,2,11810
1000698,Raza,P00186642,F,18-25,20,1,Khyber Pakhtunkhwa,North-Western,Engineer,Food,1,11809
1005013,Muneeb,P00085242,F,18-25,23,1,Khyber Pakhtunkhwa,North-Western,IT,Food,1,11806
1002265,Ayesha,P00112542,F,55+,58,0,Khyber Pakhtunkhwa,North-Western,Agriculture,Food,3,11806
1002517,Hiba,P00232742,M,36-45,36,1,Khyber Pakhtunkhwa,North-Western,Business,Food,1,11805
